Title,Authors,Abstract,Publication Year,Venue,Publisher,Volume,Issue,Pages,DOI,Eprint,Citations,URL,Cited By
Towards a reliable comparison and evaluation of network intrusion detection systems based on machine learning approaches,"['R Magán-Carrión', 'D Urda', 'I Díaz-Cano', 'B Dorronsoro']","To counteract against malicious behaviours and preserve essential security services,  Network Intrusion Detection Systems (NIDSs) are the most widely used defence line in",2020,Applied Sciences,,,,,,,129,https://www.mdpi.com/2076-3417/10/5/1775,"/scholar?cites=5155900032363280079&as_sdt=5,33&sciodt=0,33&hl=en"
A new approach to intrusion detection based on an evolutionary soft computing model using neuro-fuzzy classifiers,"['AN Toosi', 'M Kahani']","decision of whether the current activity is normal or intrusive. Finally, in order to attain the best  result, genetic algorithm optimizes the structure of our fuzzy decision  99 intrusion detection",2007,Computer communications,,,,,,,353,https://www.sciencedirect.com/science/article/pii/S0140366407001855,"/scholar?cites=18415406045174343014&as_sdt=5,33&sciodt=0,33&hl=en"
Applying intrusion detection to automotive it-early insights and remaining challenges,"['T Hoppe', 'S Kiltz', 'J Dittmann']","Intrusion Detection meeting the specific demands in the automotive context. We also discuss  concrete concepts for both the detection and decision  In the order chosen, these three ways",2009,Journal of Information Assurance …,,,,,,,117,https://www.researchgate.net/profile/Tobias-Hoppe-2/publication/285312982_Applying_intrusion_detection_to_automotive_IT-early_insights_and_remaining_challenges/links/56f41b9e08ae81582bf09f50/Applying-intrusion-detection-to-automotive-IT-early-insights-and-remaining-challenges.pdf,"/scholar?cites=5955652115615403149&as_sdt=5,33&sciodt=0,33&hl=en"
Performance analysis of machine learning algorithms in intrusion detection system: A review,"['T Saranya', 'S Sridevi', 'C Deisy', 'TD Chung']","Intrusion Detection System (IDS) is one of the supportive layers applicable to information   In addition, this work also aims for classifying the intrusions using ML algorithms like Linear",2020,Procedia Computer …,,,,,,,347,https://www.sciencedirect.com/science/article/pii/S1877050920311121,"/scholar?cites=7685339706141010663&as_sdt=5,33&sciodt=0,33&hl=en"
Improving Intrusion Detection Systems,['T Toth'],which makes decision-tree based systems more resistant against  on the open-source intrusion  detection system Snort.  based intrusion detection systems that they cannot detect attacks,2003,,,,,,,,11,https://www.inf.usi.ch/faculty/jazayeri/theses/toth.pdf,"/scholar?cites=14050152514384307396&as_sdt=5,33&sciodt=0,33&hl=en"
Using specification-based intrusion detection for automated response,"['I Balepin', 'S Maltsev', 'J Rowe', 'K Levitt']","-based, host-based intrusion detection. We describe the system map, and the map-based  action cost model that give us the basis for deciding on response strategy. We also show the",2003,… Advances in Intrusion Detection …,,,,,,,227,https://link.springer.com/chapter/10.1007/978-3-540-45248-5_8,"/scholar?cites=3844627576450906426&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection,['RG Bace'],"As you'll see in Chapter 3, ""Information Sources,"" for intrusion detection to perform a   the size and complexity of the rule set also drives decisions we make regarding the storage",2000,,,,,,,,913,https://books.google.com/books?hl=en&lr=&id=VLgVMlV476IC&oi=fnd&pg=PA1&dq=three+way+decision+in+intrusion+detection+systems&ots=AjYZKg84WZ&sig=Awtk0xdWAcWsY3RkVftNLFusWYE,"/scholar?cites=700180066088890060&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection by machine learning: A review,"['CF Tsai', 'YF Hsu', 'CY Lin', 'WY Lin']","Intrusion detection is one major research problem in network  In literature, intrusion  detection systems have been  sequence of decisions, in which the current decision helps to",2009,expert systems with applications,,,,,,,1276,https://www.sciencedirect.com/science/article/pii/S0957417409004801,"/scholar?cites=3463198624849998267&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection in cyber–physical environment using hybrid Naïve Bayes—Decision table and multi-objective evolutionary feature selection,"['R Panigrahi', 'S Borah', 'M Pramanik', 'AK Bhoi']","The DTNB training engine has been trained in three ways; (a) using all the selected samples,  (b) using 66% of the samples, where 34% of the samples are kept reserved for testing the",2022,Computer …,,,,,,,57,https://www.sciencedirect.com/science/article/pii/S0140366422000846,"/scholar?cites=17145848045086266590&as_sdt=5,33&sciodt=0,33&hl=en"
Explainable artificial intelligence (XAI) to enhance trust management in intrusion detection systems using decision tree model,"['B Mahbooba', 'M Timilsina', 'R Sahal', 'M Serrano']","A decision tree is considered as a highly interpretable model [37].  used a decision tree  algorithm that ranks the importance of features, provides explainable rules for intrusion detection,",2021,Complexity,,,,,,,267,https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/6634811,"/scholar?cites=7910919807118782367&as_sdt=5,33&sciodt=0,33&hl=en"
Deep learning in intrusion detection systems,"['G Karatas', 'O Demir']","Although the first one has a good decision time and reliability, It cannot detect the new   -based intrusion detection systems with the overview of various aspects of intrusion detection and",2018,… international congress on …,,,,,,,170,https://ieeexplore.ieee.org/abstract/document/8625278/,"/scholar?cites=11332648688702610897&as_sdt=5,33&sciodt=0,33&hl=en"
Innovative genetic approach for intrusion detection by using decision tree,"['V Sharma', 'A Nema']",Intrusion detection provides a way to identify intrusion and allow responses to attacks against  the systems. We present  The intrusion detection systems have more result or information in,2013,… conference on communication systems …,,,,,,,17,https://ieeexplore.ieee.org/abstract/document/6524430/,"/scholar?cites=4222855269480281283&as_sdt=5,33&sciodt=0,33&hl=en"
Internet of Things intrusion detection systems: a comprehensive review and future directions,"['A Heidari', 'MA Jabraeil Jamali']","Plus, it is important to integrate the Intrusion Detection System (IDS) with IoT systems. IDS  intends to track and analyze network traffic from different resources and detect malicious",2023,Cluster Computing,,,,,,,157,https://link.springer.com/article/10.1007/s10586-022-03776-z,"/scholar?cites=4765627931518751412&as_sdt=5,33&sciodt=0,33&hl=en"
A cooperative intrusion detection system framework for cloud computing networks,"['CC Lo', 'CC Huang', 'J Ku']","There are three ways to report the detection results [3]: notification, manual response, and  automatic response. In notification response system, IDS only generates reports and alerts. In",2010,2010 39th International Conference …,,,,,,,330,https://ieeexplore.ieee.org/abstract/document/5599084/,"/scholar?cites=9365682934258103454&as_sdt=5,33&sciodt=0,33&hl=en"
Advancing Intrusion Detection Systems Innovative Approaches for Prevention and Response,"['MSS Reddy', 'BSSM Krishna', 'V Asha']",the most recent research on intrusion detection systems. Recent years have witnessed a   The decision tree can be used with a group of complicated intruder detection systems. KNN,2024,2024 International …,,,,,,,0,https://ieeexplore.ieee.org/abstract/document/10593436/,
Practical real-time intrusion detection using machine learning approaches,"['P Sangkatsanee', 'N Wattanapongsakorn']","intrusion detection  the Decision Tree technique can outperform the other techniques.  Therefore, we further developed a real-time intrusion detection system (RT-IDS) using the Decision",2011,Computer …,,,,,,,343,https://www.sciencedirect.com/science/article/pii/S014036641100209X,"/scholar?cites=179769904211953190&as_sdt=5,33&sciodt=0,33&hl=en"
A comparative study of data mining algorithms for network intrusion detection,"['M Panda', 'MR Patra']","In this work, classification algorithms based on decision trees and Naïve Bayes are analysed.  These are applied to KDDCup’99 dataset and then evaluated for accuracy by using 10-fold",2008,… on Emerging Trends in Engineering and …,,,,,,,123,https://ieeexplore.ieee.org/abstract/document/4579952/,"/scholar?cites=11450147052661210764&as_sdt=5,33&sciodt=0,33&hl=en"
A machine learning approach for improving the performance of network intrusion detection systems,"['AH Azizan', 'SA Mostafa', 'A Mustapha']",three machine learning algorithms have been tested and evaluated in this research which are  decision  The main objective is to propose a ML-based network intrusion detection system (,2021,Annals of Emerging …,,,,,,,77,http://aetic.theiaer.org/archive/v5/v5n5/p25.html,"/scholar?cites=7276302439664143160&as_sdt=5,33&sciodt=0,33&hl=en"
Combining naive bayes and decision tree for adaptive intrusion detection,"['DM Farid', 'N Harbi', 'MZ Rahman']","In this paper, a new learning algorithm for adaptive network intrusion detection using naive  Bayesian classifier and decision tree is presented, which performs balance detections and",2010,arXiv preprint arXiv:1005.4496,,,,,,,272,https://arxiv.org/abs/1005.4496,"/scholar?cites=17664257875736451830&as_sdt=5,33&sciodt=0,33&hl=en"
The practice on using machine learning for network anomaly intrusion detection,['YX Meng'],"a decision value to determine the class of the input data. In intrusion detection, the main issue  of decision  A decision tree can be constructed by pre-classified data in training phase, and",2011,2011 International Conference on Machine Learning …,,,,,,,90,https://ieeexplore.ieee.org/abstract/document/6016798/,"/scholar?cites=8016293640417759234&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection systems: A survey and taxonomy,['S Axelsson'],"some of the issues, albeit from different angles. How then to formulate the rule that governs  our intrusion detection decision?  the decision rule from the way in which the detector is",2000,,,,,,,,1439,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7a15948bdcb530e2c1deedd8d22dd9b54788a634,"/scholar?cites=5419449396112009735&as_sdt=5,33&sciodt=0,33&hl=en"
Effective network intrusion detection using classifiers decision trees and decision rules,"['G MeeraGandhi', 'K Appavoo']",The major objective of intrusion detection systems is : To accurately detect anomalous  network behaviour or misuse of resources To Sort out the true attacks from false alarms,2010,Int. J. Advanced network …,,,,,,,47,https://www.researchgate.net/profile/G-Meeragandhi/publication/265187130_Effective_Network_Intrusion_Detection_using_Classifiers_Decision_Trees_and_Decision_rules/links/54bbd0db0cf29e0cb04be210/Effective-Network-Intrusion-Detection-using-Classifiers-Decision-Trees-and-Decision-rules.pdf,"/scholar?cites=4081592344480226253&as_sdt=5,33&sciodt=0,33&hl=en"
A review of rule learning-based intrusion detection systems and their prospects in smart grids,"['Q Liu', 'V Hagenmeyer', 'HB Keller']","learned intrusion detection rules. Apart from giving a gentle introduction to intrusion detection  systems and  DECISION TREE Despite sharing some similarities, decision trees differ from",2021,IEEE Access,,,,,,,67,https://ieeexplore.ieee.org/abstract/document/9395457/,"/scholar?cites=12720638523337603145&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection and attack classifier based on three techniques: a comparative study,"['A Brifcani', 'A Issa']","-line based intrusion detection system using three techniques; data mining association rules,  decision trees,  To build a Classifier, there are three ways [8][10] to use Classification rules:",2011,Eng. & Tech. Journal,,,,,,,30,https://www.iasj.net/iasj/download/cf175c6c0502efdd,"/scholar?cites=3130554418776444299&as_sdt=5,33&sciodt=0,33&hl=en"
A novel scalable intrusion detection system based on deep learning,"['SN Mighan', 'M Kahani']",", intrusion detection in big data framework, and deep learning. In this section, all of the issues  relating to the three ways  apply decision tree without Spark to reduce the false alarm rate",2021,International Journal of Information Security,,,,,,,162,https://link.springer.com/article/10.1007/s10207-020-00508-5,"/scholar?cites=3637419961050171737&as_sdt=5,33&sciodt=0,33&hl=en"
A survey on intrusion detection in mobile ad hoc networks,"['T Anantvalee', 'J Wu']","The same concept of multi-layering is applied to intrusion detection systems where  node,  ie, monitoring and deciding on locally detected intrusions. A clusterhead is responsible locally",2007,Wireless network security,,,,,,,459,https://link.springer.com/chapter/10.1007/978-0-387-33112-6_7,"/scholar?cites=13544888835927305393&as_sdt=5,33&sciodt=0,33&hl=en"
Investigation of network intrusion detection using data visualization methods,['V Bulavas'],"Analysis of such data is essential for making anomaly detection and intrusion prevention  decisions. Common data processing steps, following the acquisition of data and pre-processing",2018,2018 59th International Scientific Conference on …,,,,,,,10,https://ieeexplore.ieee.org/abstract/document/8552977/,"/scholar?cites=2896208353339683107&as_sdt=5,33&sciodt=0,33&hl=en"
